地区,年份,总人数,高学历人数占比,gdp,高学历人数,低学历人数
浙江,2011,3385.0,6.836,31854.8,231.39860000000002,3153.6014
安徽,2011,4120.9,3.169,16284.9,130.591321,3990.3086789999998
福建,2011,2181.0,7.213,17917.7,157.31553,2023.68447
江西,2011,2378.0,3.158,11584.5,75.09724,2302.90276
山东,2011,5915.0,5.395,39064.9,319.11424999999997,5595.88575
河南,2011,5129.0,3.023,26318.7,155.04967,4973.95033
湖北,2011,3387.0,5.66,19942.5,191.70420000000001,3195.2958
湖南,2011,4005.03,5.116,18915.0,204.89733479999998,3800.1326652000002
广东,2011,6087.0,4.681,53072.8,284.93246999999997,5802.06753
广西,2011,2936.0,2.691,10299.9,79.00776,2856.99224
海南,2011,465.21,4.395,2463.8,20.445979499999996,444.76402049999996
重庆,2011,1587.04,4.66,10161.2,73.956064,1513.083936
四川,2011,4650.0,3.378,21050.9,157.077,4492.923
贵州,2011,1772.0,3.378,5615.6,59.85816,1712.14184
云南,2011,2844.0,3.684,9523.1,104.77296,2739.22704
西藏,2011,171.0,8.639,611.5,14.772689999999997,156.22731
陕西,2011,2087.0,5.987,12175.1,124.94869,1962.05131
甘肃,2011,1379.0,4.494,4816.9,61.97226,1317.02774
青海,2011,304.0,7.033,1370.4,21.38032,282.61968
宁夏,2011,347.0,6.038,1931.8,20.95186,326.04814
新疆,2011,1235.0,5.072,6532.0,62.6392,1172.3608
北京,2012,1115.3,34.315,19024.7,382.71519499999994,732.584805
天津,2012,693.0,14.055,9043.0,97.40115,595.59885
河北,2012,4063.0,4.402,23077.5,178.85326,3884.14674
山西,2012,1834.0,5.461,11683.1,100.15474,1733.84526
内蒙古,2012,1379.0,5.612,10470.1,77.38948,1301.61052
辽宁,2012,2423.82,5.516,17848.6,133.69791120000002,2290.1220888000003
吉林,2012,1489.99,6.217,8678.0,92.6326783,1397.3573217
黑龙江,2012,2039.0,3.356,11015.8,68.42884,1970.57116
上海,2012,1115.5,17.751,21305.6,198.012405,917.487595
江苏,2012,4770.54,6.22,53701.9,296.72758799999997,4473.812412
浙江,2012,3407.0,8.248,34382.4,281.00935999999996,3125.99064
安徽,2012,4206.8,4.017,18341.7,168.98715600000003,4037.812844
福建,2012,2202.0,7.234,20190.7,159.29268,2042.70732
江西,2012,2364.0,2.984,12807.7,70.54176000000001,2293.45824
山东,2012,5892.0,5.663,42957.3,333.66396000000003,5558.33604
河南,2012,5110.0,3.141,28961.9,160.5051,4949.4949
湖北,2012,3398.0,5.463,22590.9,185.63274,3212.36726
湖南,2012,4019.31,5.205,21207.2,209.2050855,3810.1049144999997
广东,2012,6171.0,4.395,57007.7,271.21545,5899.78455
广西,2012,2768.3,2.914,11303.6,80.66826200000001,2687.631738
海南,2012,475.9,5.534,2789.4,26.336306,449.563694
重庆,2012,1605.89,5.239,11595.4,84.13257709999999,1521.7574229000002
四川,2012,4635.0,3.832,23922.4,177.6132,4457.3868
贵州,2012,1780.0,2.951,6742.2,52.5278,1727.4722
云南,2012,2835.0,3.588,11097.4,101.71979999999999,2733.2802
西藏,2012,174.0,3.422,710.2,5.95428,168.04572
陕西,2012,2091.0,6.798,14142.4,142.14618000000002,1948.85382
甘肃,2012,1358.0,4.749,5393.1,64.49142,1293.50858
青海,2012,299.0,6.769,1528.5,20.23931,278.76069
宁夏,2012,344.47,5.436,2131.0,18.725389200000002,325.74461080000003
新疆,2012,1246.0,5.893,7411.8,73.42678,1172.57322
北京,2013,1137.2,33.117,21134.6,376.606524,760.593476
天津,2013,711.0,16.522,9945.4,117.47141999999998,593.52858
河北,2013,4032.0,4.203,24259.6,169.46496000000002,3862.5350399999998
山西,2013,1855.0,5.606,11987.2,103.9913,1751.0087
内蒙古,2013,1370.0,6.42,11392.4,87.954,1282.046
辽宁,2013,2518.88,6.276,19208.8,158.0849088,2360.7950912
吉林,2013,1457.0,6.724,9427.9,97.96868,1359.03132
黑龙江,2013,1997.0,4.355,11849.1,86.96935000000002,1910.03065
上海,2013,1368.91,18.499,23204.1,253.2346609,1115.6753391000002
江苏,2013,4791.9,6.673,59349.4,319.763487,4472.1365129999995
浙江,2013,3436.0,8.259,37334.6,283.77924,3152.22076
安徽,2013,4275.9,4.058,20584.0,173.51602199999996,4102.383978
福建,2013,2210.0,7.827,22503.8,172.9767,2037.0233
江西,2013,2362.0,3.777,14300.2,89.21274,2272.78726
山东,2013,5840.0,6.66,47344.3,388.944,5451.056
河南,2013,5094.0,3.656,31632.5,186.23664,4907.76336
湖北,2013,3404.0,4.863,25378.0,165.53652000000002,3238.46348
湖南,2013,4036.45,4.771,23545.2,192.5790295,3843.8709704999997
广东,2013,6273.0,5.638,62503.4,353.67174,5919.32826
广西,2013,2782.26,2.991,12448.4,83.21739660000001,2699.0426034
海南,2013,490.56,5.029,3115.9,24.670262400000002,465.8897376
重庆,2013,1618.69,5.543,13027.6,89.72398670000001,1528.9660133
四川,2013,4634.0,4.265,26518.0,197.6401,4436.3599
贵州,2013,1796.0,3.652,7973.1,65.58992,1730.41008
云南,2013,2835.0,4.242,12825.5,120.2607,2714.7393
西藏,2013,175.0,2.589,828.2,4.53075,170.46925
陕西,2013,2090.0,7.182,15905.4,150.1038,1939.8962
甘肃,2013,1352.0,5.761,6014.5,77.88872,1274.11128
青海,2013,296.0,6.776,1713.3,20.05696,275.94304
宁夏,2013,345.0,5.169,2327.7,17.83305,327.16695
新疆,2013,1260.0,6.849,8392.6,86.2974,1173.7026
北京,2014,1141.8,37.37,22926.0,426.69066,715.10934
天津,2014,718.0,15.85,10640.6,113.803,604.197
河北,2014,3978.0,5.53,25208.9,219.9834,3758.0166
山西,2014,1842.0,5.99,12094.7,110.3358,1731.6642
内蒙古,2014,1360.0,6.92,12158.2,94.11200000000001,1265.888
辽宁,2014,2562.23,7.5,20025.7,192.16725,2370.06275
吉林,2014,1427.01,7.25,9966.5,103.458225,1323.551775
黑龙江,2014,1946.0,4.63,12170.8,90.0998,1855.9002
上海,2014,1365.63,23.25,25269.8,317.508975,1048.1210250000001
江苏,2014,4812.82,7.09,64830.5,341.22893799999997,4471.5910619999995
浙江,2014,3459.0,9.72,40023.5,336.2148,3122.7852
安徽,2014,4311.03,4.8,22519.7,206.92944,4104.10056
福建,2014,2219.0,8.11,24942.1,179.9609,2039.0391
江西,2014,2348.0,4.14,15667.8,97.2072,2250.7928
山东,2014,5798.0,7.49,50774.8,434.27020000000005,5363.7298
河南,2014,5082.0,4.57,34574.8,232.24740000000003,4849.7526
湖北,2014,3408.0,6.07,28242.1,206.8656,3201.1344
湖南,2014,4044.13,5.53,25881.3,223.64038900000003,3820.489611
广东,2014,6428.0,5.78,68173.0,371.5384,6056.4616
广西,2014,2795.0,3.26,13587.8,91.11699999999999,2703.883
海南,2014,504.1,6.94,3449.0,34.98454,469.11546000000004
重庆,2014,1632.12,5.77,14623.8,94.173324,1537.9466759999998
四川,2014,4638.0,3.88,28891.3,179.9544,4458.0456
贵州,2014,1820.0,3.79,9173.1,68.97800000000001,1751.022
云南,2014,2859.0,4.62,14041.7,132.0858,2726.9142
西藏,2014,176.0,3.0,939.7,5.28,170.72
陕西,2014,2101.0,8.41,17402.5,176.6941,1924.3059
甘肃,2014,1348.0,6.06,6518.4,81.68879999999999,1266.3112
青海,2014,293.0,7.2,1847.7,21.096,271.904
宁夏,2014,344.0,6.67,2473.9,22.9448,321.0552
新疆,2014,1265.0,5.97,9264.5,75.5205,1189.4795
北京,2015,1164.4,32.815,24779.1,382.09786,782.30214
天津,2015,718.0,19.613,10879.5,140.82134,577.17866
河北,2015,3927.0,6.539,26398.4,256.78652999999997,3670.21347
山西,2015,1827.0,9.928,11836.4,181.38456000000002,1645.61544
内蒙古,2015,1351.0,7.899,12949.0,106.71549,1244.28451
辽宁,2015,2409.89,10.142,20210.3,244.41104379999996,2165.4789562
吉林,2015,1399.0,8.138,10018.0,113.85061999999999,1285.14938
黑龙江,2015,1825.0,8.571,11690.0,156.42075,1668.57925
上海,2015,1361.51,26.76,26887.0,364.34007600000007,997.1699239999999
江苏,2015,4832.5,10.926,71255.9,527.99895,4304.50105
浙江,2015,3505.0,12.341,43507.7,432.55204999999995,3072.44795
安徽,2015,4342.1,5.949,23831.2,258.311529,4083.7884710000003
福建,2015,2255.0,9.052,26819.5,204.12259999999998,2050.8774
江西,2015,2338.0,5.327,16780.9,124.54526,2213.45474
山东,2015,5773.0,6.445,55288.8,372.06985000000003,5400.93015
河南,2015,5075.0,5.149,37084.1,261.31175,4813.68825
湖北,2015,3398.0,7.643,30344.0,259.70914,3138.29086
湖南,2015,3980.3,6.673,28538.6,265.605419,3714.694581
广东,2015,6566.0,7.594,74732.4,498.62204,6067.37796
广西,2015,2595.0,5.386,14797.8,139.76670000000001,2455.2333
海南,2015,510.76,6.275,3734.2,32.05019,478.70981
重庆,2015,1647.41,8.406,16040.5,138.4812846,1508.9287154
四川,2015,4652.0,5.005,30342.0,232.83259999999999,4419.1674
贵州,2015,1842.0,4.159,10541.0,76.60878,1765.39122
云南,2015,2823.0,4.968,14960.0,140.24664,2682.75336
西藏,2015,181.0,4.194,1043.0,7.59114,173.40886
陕西,2015,2107.0,7.579,17898.8,159.68953,1947.31047
甘肃,2015,1346.0,6.594,6556.6,88.75524000000001,1257.24476
青海,2015,292.0,7.97,2011.0,23.272399999999998,268.7276
宁夏,2015,343.0,8.684,2579.4,29.786119999999997,313.21388
新疆,2015,1292.0,10.654,9306.9,137.64968000000002,1154.35032
北京,2016,1187.6,34.355,27041.2,407.99997999999994,779.60002
天津,2016,705.0,19.78,11477.2,139.449,565.5509999999999
河北,2016,3871.0,6.748,28474.1,261.21508,3609.78492
山西,2016,1832.0,9.832,11946.4,180.12224000000003,1651.8777599999999
内蒙古,2016,1326.0,8.535,13789.3,113.1741,1212.8259
辽宁,2016,2301.16,10.282,20392.5,236.60527119999998,2064.5547288
吉林,2016,1367.99,8.044,10427.0,110.04111560000001,1257.9488844
黑龙江,2016,1776.0,8.949,11895.0,158.93424,1617.06576
上海,2016,1365.24,28.046,29887.0,382.8952104,982.3447896
江苏,2016,4850.22,11.32,77350.9,549.044904,4301.175096
浙江,2016,3552.0,12.741,47254.0,452.56032,3099.43968
安徽,2016,4361.6,6.096,26307.7,265.88313600000004,4095.7168640000004
福建,2016,2248.0,9.395,29609.4,211.1996,2036.8004
江西,2016,2332.0,4.835,18388.6,112.75219999999999,2219.2478
山东,2016,5728.0,6.756,58762.5,386.98368000000005,5341.01632
河南,2016,5052.0,5.08,40249.3,256.6416,4795.3584
湖北,2016,3385.0,7.468,33353.0,252.7918,3132.2082
湖南,2016,3920.41,6.984,30853.5,273.8014344,3646.6085656
广东,2016,6703.0,7.611,82163.2,510.16533,6192.83467
广西,2016,2583.0,5.308,16116.6,137.10564,2445.8943600000002
海南,2016,513.14,6.456,4090.2,33.128318400000005,480.0116816
重庆,2016,1647.41,8.562,18023.0,141.0512442,1506.3587558000002
四川,2016,4657.0,5.444,33138.5,253.52707999999998,4403.47292
贵州,2016,1859.0,5.032,11792.4,93.54487999999999,1765.45512
云南,2016,2855.0,4.67,16369.0,133.3285,2721.6715
西藏,2016,185.0,5.79,1173.0,10.711500000000001,174.2885
陕西,2016,2111.0,8.323,19045.8,175.69853,1935.3014699999999
甘肃,2016,1341.0,6.77,6907.9,90.78569999999999,1250.2143
青海,2016,289.0,8.637,2258.2,24.960930000000005,264.03907
宁夏,2016,343.0,10.262,2781.4,35.19866,307.80134
新疆,2016,1320.0,11.233,9630.8,148.27560000000003,1171.7244
北京,2017,1191.3,37.54,29883.0,447.21401999999995,744.0859800000001
天津,2017,684.0,20.973,12450.6,143.45532,540.54468
河北,2017,3795.0,6.705,30640.8,254.45475,3540.54525
山西,2017,1812.0,9.634,14484.3,174.56808,1637.43192
内蒙古,2017,1317.0,9.481,14898.1,124.86477,1192.13523
辽宁,2017,2284.66,10.799,21693.0,246.72043339999996,2037.9395665999998
吉林,2017,1339.0,8.842,10922.0,118.39438,1220.60562
黑龙江,2017,1699.0,8.643,12313.0,146.84457,1552.15543
上海,2017,1372.65,29.793,32925.0,408.9536145,963.6963855000001
江苏,2017,4872.8,11.704,85869.8,570.3125120000001,4302.487488
浙江,2017,3613.0,13.895,52403.1,502.02635000000004,3110.97365
安徽,2017,4377.9,5.638,29676.2,246.82600199999996,4131.073998
福建,2017,2236.0,9.883,33842.4,220.98388,2015.01612
江西,2017,2317.0,4.983,20210.8,115.45611,2201.54389
山东,2017,5693.0,7.181,63012.1,408.81433,5284.18567
河南,2017,5029.0,4.953,44824.9,249.08637000000002,4779.91363
湖北,2017,3379.0,7.617,37235.0,257.37843,3121.6215700000002
湖南,2017,3817.22,7.139,33828.1,272.5113358,3544.7086642
广东,2017,6858.0,7.859,91648.7,538.9702199999999,6319.02978
广西,2017,2566.0,5.596,17790.7,143.59336,2422.40664
海南,2017,525.87,6.721,4497.5,35.3437227,490.5262773
重庆,2017,1659.33,8.671,20066.3,143.88050429999998,1515.4494957
四川,2017,4667.0,5.48,37905.1,255.75160000000002,4411.2484
贵州,2017,1881.0,5.332,13605.4,100.29492,1780.70508
云南,2017,2831.0,4.871,18486.0,137.89801,2693.10199
西藏,2017,187.0,5.777,1349.0,10.80299,176.19701
陕西,2017,2111.0,8.897,21473.5,187.81566999999998,1923.18433
甘肃,2017,1337.0,7.101,7336.7,94.94037,1242.05963
青海,2017,287.0,9.045,2465.1,25.95915,261.04085
宁夏,2017,344.0,10.149,3200.3,34.91256,309.08744
新疆,2017,1336.0,11.462,11159.9,153.13232,1182.86768
北京,2018,1189.6,39.497,33106.0,469.85631199999995,719.743688
天津,2018,672.0,24.338,13362.9,163.55136000000002,508.44863999999995
河北,2018,3739.0,7.338,32494.6,274.36782,3464.63218
山西,2018,1789.0,10.296,15958.1,184.19544,1604.80456
内蒙古,2018,1304.0,9.528,16140.8,124.24512,1179.75488
辽宁,2018,2260.6,10.55,23510.5,238.4933,2022.1066999999998
吉林,2018,1314.01,9.256,11253.8,121.6247656,1192.3852344
黑龙江,2018,1635.0,8.396,12846.5,137.27460000000002,1497.7254
上海,2018,1375.66,30.879,36011.8,424.79005140000004,950.8699486
江苏,2018,4886.9,12.562,93207.6,613.892378,4273.007621999999
浙江,2018,3691.0,13.974,58002.8,515.78034,3175.2196599999997
安徽,2018,4385.3,6.693,34010.9,293.508129,4091.7918710000004
福建,2018,2222.0,11.084,38687.8,246.28647999999998,1975.71352
江西,2018,2295.0,5.777,22716.5,132.58215,2162.41785
山东,2018,5621.0,7.546,66648.9,424.16066,5196.83934
河南,2018,4992.0,5.193,49935.9,259.23456,4732.76544
湖北,2018,3377.0,8.469,42022.0,285.99813,3091.00187
湖南,2018,3738.58,7.336,36329.7,274.2622288,3464.3177711999997
广东,2018,6960.0,8.438,99945.2,587.2848,6372.7152
广西,2018,2562.0,5.411,19627.8,138.62982,2423.37018
海南,2018,535.5,7.784,4910.7,41.68332,493.81668
重庆,2018,1663.23,8.781,21588.8,146.0482263,1517.1817737000001
四川,2018,4690.0,5.459,42902.1,256.0271,4433.9729
贵州,2018,1886.0,5.579,15353.2,105.21994,1780.78006
云南,2018,2822.0,4.889,20880.6,137.96758,2684.03242
西藏,2018,187.0,7.521,1548.4,14.064269999999999,172.93573
陕西,2018,2112.0,9.343,23941.9,197.32416,1914.6758399999999
甘肃,2018,1337.0,7.689,8104.1,102.80193,1234.19807
青海,2018,285.0,10.533,2748.0,30.019049999999996,254.98095
宁夏,2018,345.0,10.61,3510.2,36.6045,308.39549999999997
新疆,2018,1331.0,12.139,12809.4,161.57009,1169.42991
北京,2019,1183.5,40.7,35445.1,481.68450000000007,701.8154999999999
天津,2019,659.0,25.5,14055.5,168.045,490.95500000000004
河北,2019,3702.0,7.9,34978.6,292.458,3409.542
山西,2019,1762.0,11.0,16961.6,193.82,1568.18
内蒙古,2019,1272.0,11.7,17212.5,148.82399999999998,1123.176
辽宁,2019,2238.43,12.4,24855.3,277.56532,1960.86468
吉林,2019,1286.0,10.8,11726.8,138.888,1147.112
黑龙江,2019,1551.0,10.0,13544.4,155.1,1395.9
上海,2019,1376.2,31.2,37987.6,429.37440000000004,946.8256
江苏,2019,4903.2,13.0,98656.8,637.4159999999999,4265.784
浙江,2019,3771.0,15.1,62462.0,569.4209999999999,3201.579
安徽,2019,4384.0,8.5,36845.5,372.64,4011.36
福建,2019,2210.0,11.0,42326.6,243.1,1966.9
江西,2019,2278.0,6.7,24667.3,152.626,2125.374
山东,2019,5561.0,9.2,70540.5,511.61199999999997,5049.388
河南,2019,4934.0,7.3,53717.8,360.18199999999996,4573.818
湖北,2019,3375.0,9.4,45429.0,317.25,3057.75
湖南,2019,3666.48,9.2,39894.1,337.31615999999997,3329.16384
广东,2019,6995.0,10.8,107986.9,755.46,6239.54
广西,2019,2558.0,6.5,21237.1,166.27,2391.73
海南,2019,536.11,9.1,5330.8,48.78601,487.32399000000004
重庆,2019,1668.16,11.1,23605.8,185.16576,1482.99424
四川,2019,4714.0,8.1,46363.8,381.834,4332.166
贵州,2019,1888.0,7.3,16769.3,137.82399999999998,1750.176
云南,2019,2812.0,6.9,23223.8,194.028,2617.972
西藏,2019,190.0,7.6,1697.8,14.44,175.56
陕西,2019,2114.0,10.3,25793.2,217.74200000000002,1896.258
甘肃,2019,1333.0,8.6,8718.3,114.63799999999999,1218.362
青海,2019,282.0,11.4,2941.1,32.148,249.852
宁夏,2019,343.0,12.9,3748.5,44.247,298.753
新疆,2019,1343.0,11.7,13597.1,157.13099999999997,1185.8690000000001
北京,2020,1163.8,43.8,35943.3,509.7443999999999,654.0556
天津,2020,647.0,25.2,14008.0,163.04399999999998,483.956
河北,2020,3671.0,8.9,36013.8,326.719,3344.281
山西,2020,1738.0,11.5,17835.6,199.87,1538.13
内蒙古,2020,1242.0,11.7,17258.0,145.314,1096.686
辽宁,2020,2231.0,12.6,25011.4,281.106,1949.894
吉林,2020,1261.0,10.6,12256.0,133.666,1127.334
黑龙江,2020,1473.0,9.3,13633.4,136.989,1336.011
上海,2020,1374.0,32.2,38963.3,442.42800000000005,931.5719999999999
江苏,2020,4893.0,13.1,102807.7,640.983,4252.017
浙江,2020,3857.0,14.7,64689.1,566.9789999999999,3290.021
安徽,2020,3243.0,8.3,38061.5,269.16900000000004,2973.831
福建,2020,2206.0,11.5,43608.6,253.69,1952.31
江西,2020,2264.0,7.5,25782.0,169.8,2094.2
山东,2020,5510.0,8.9,72798.2,490.39,5019.61
河南,2020,4884.0,7.3,54259.4,356.532,4527.468
湖北,2020,3261.0,9.5,43004.5,309.795,2951.205
湖南,2020,3280.0,9.3,41542.6,305.04,2974.96
广东,2020,7039.0,10.8,111151.6,760.2120000000001,6278.788
广西,2020,2558.0,6.7,22120.9,171.38600000000002,2386.614
海南,2020,540.97,9.6,5566.2,51.93312,489.03688
重庆,2020,1676.01,11.0,25041.4,184.3611,1491.6489
四川,2020,4745.0,8.1,48501.6,384.345,4360.655
贵州,2020,1892.0,7.3,17860.4,138.116,1753.884
云南,2020,2806.0,7.0,24555.7,196.42,2609.58
西藏,2020,193.0,7.4,1902.7,14.282,178.718
陕西,2020,2105.0,10.5,26014.1,221.025,1883.975
甘肃,2020,1331.0,8.1,8979.7,107.811,1223.189
青海,2020,279.0,11.7,3009.8,32.643,246.357
宁夏,2020,344.0,12.8,3956.3,44.032,299.968
新疆,2020,1356.0,11.7,13800.7,158.652,1197.348
北京,2021,1158.0,43.72,41045.6,506.2776,651.7224
天津,2021,641.0,28.13,15685.1,180.31329999999997,460.68670000000003
河北,2021,3643.0,8.61,40397.1,313.6623,3329.3377
山西,2021,1715.0,11.29,22870.4,193.62349999999998,1521.3765
内蒙古,2021,1218.0,13.56,21166.0,165.16080000000002,1052.8392
辽宁,2021,2190.0,14.34,27569.5,314.046,1875.954
吉林,2021,1228.44,12.09,13163.8,148.51839600000002,1079.9216040000001
黑龙江,2021,1420.0,11.59,14858.2,164.578,1255.422
上海,2021,1365.0,34.22,43653.2,467.10299999999995,897.897
江苏,2021,4862.86,13.61,117392.4,661.8352459999999,4201.024754
浙江,2021,3897.0,13.71,74040.8,534.2787000000001,3362.7213
安徽,2021,3215.0,9.36,42565.2,300.924,2914.076
福建,2021,2197.0,12.71,49566.1,279.23870000000005,1917.7613
江西,2021,2242.0,8.35,29827.8,187.207,2054.793
山东,2021,5475.0,9.9,82875.2,542.025,4932.975
河南,2021,4840.0,7.03,58071.4,340.25200000000007,4499.748
湖北,2021,3286.0,10.42,50091.2,342.4012,2943.5987999999998
湖南,2021,3258.0,9.52,45713.5,310.1616,2947.8384
广东,2021,7072.0,11.96,124719.5,845.8112000000001,6226.1888
广西,2021,2544.0,7.89,25209.1,200.7216,2343.2784
海南,2021,544.22,11.11,6504.1,60.462842,483.757158
重庆,2021,1668.27,11.51,28077.3,192.017877,1476.252123
四川,2021,4727.0,8.34,54088.0,394.2318,4332.7682
贵州,2021,1886.0,7.58,19458.6,142.9588,1743.0412000000001
云南,2021,2774.0,8.0,27161.6,221.92,2552.08
西藏,2021,194.0,10.56,2080.2,20.4864,173.5136
陕西,2021,2091.0,11.16,30121.7,233.3556,1857.6444
甘肃,2021,1319.0,9.97,10225.5,131.5043,1187.4957
青海,2021,277.0,12.57,3385.1,34.8189,242.18110000000001
宁夏,2021,345.0,12.99,4588.2,44.8155,300.1845
新疆,2021,1360.0,10.18,16311.6,138.44799999999998,1221.5520000000001
