地区,年份,总人数,高学历人数占比,gdp,高学历人数,低学历人数,x,a
陕西,2014,2101.0,8.41,17402.5,176.6941,1924.3059,3267.2135295479816,5.326404240988691
甘肃,2014,1348.0,6.06,6518.4,81.68879999999999,1266.3112,1991.2524927415673,3.273517559305315
青海,2014,293.0,7.2,1847.7,21.096,271.904,444.47391569507926,4.157049344752934
宁夏,2014,344.0,6.67,2473.9,22.9448,321.0552,515.6571857273677,4.797567198662042
新疆,2014,1265.0,5.97,9264.5,75.5205,1189.4795,1864.4333543597654,4.969070081446473
北京,2015,1164.4,32.815,24779.1,382.09786,782.30214,2257.8641714613614,10.974575137512447
天津,2015,718.0,19.613,10879.5,140.82134,577.17866,1288.1896958753443,8.44557291122191
河北,2015,3927.0,6.539,26398.4,256.78653,3670.21347,5868.609004223619,4.498237994898136
山西,2015,1827.0,9.928,11836.4,181.38456,1645.61544,2919.6833622117733,4.0540012499963245
内蒙古,2015,1351.0,7.899,12949.0,106.71549,1244.28451,2079.791962590313,6.226103491559052
辽宁,2015,2409.89,10.142,20210.3,244.4110438,2165.4789562,3864.9047380858747,5.229184512839846
吉林,2015,1399.0,8.138,10018.0,113.85062,1285.14938,2164.0230158776026,4.6293407817279055
黑龙江,2015,1825.0,8.571,11690.0,156.42075,1668.57925,2846.7639995995896,4.106416970863848
上海,2015,1361.51,26.76,26887.0,364.34007600000007,997.169924,2567.0123283180737,10.474043970648388
江苏,2015,4832.5,10.926,71255.9,527.99895,4304.50105,7847.64313734781,9.07991084111422
浙江,2015,3505.0,12.341,43507.7,432.55205,3072.44795,5810.639745745893,7.487592055909681
安徽,2015,4342.1,5.949,23831.2,258.311529,4083.788471,6396.256414742152,3.7258043541021317
福建,2015,2255.0,9.052,26819.5,204.1226,2050.8774,3549.0331173030145,7.556846925221342
江西,2015,2338.0,5.327,16780.9,124.54526,2213.45474,3388.0957977090134,4.95290009548934
山东,2015,5773.0,6.445,55288.8,372.06985,5400.93015,8608.153096939195,6.422841157374288
河南,2015,5075.0,5.149,37084.1,261.31175,4813.68825,7318.0990174862445,5.067449881641302
湖北,2015,3398.0,7.643,30344.0,259.70914,3138.29086,5203.59443986789,5.83135375953134
湖南,2015,3980.3,6.673,28538.6,265.605419,3714.694581,5966.8981079660125,4.782820065571422
广东,2015,6566.0,7.594,74732.4,498.62204,6067.37796,10044.694223910024,7.4399875530416555
广西,2015,2595.0,5.386,14797.8,139.7667,2455.2333,3766.5969547094423,3.928692179687038
海南,2015,510.76,6.275,3734.2,32.05019,478.70981,758.4916319355594,4.9231920864714995
重庆,2015,1647.41,8.406,16040.5,138.4812846,1508.9287154,2561.6493272626594,6.261786041237987
四川,2015,4652.0,5.005,30342.0,232.8326,4419.1674,6680.720025609487,4.541726024094518
贵州,2015,1842.0,4.159,10541.0,76.60878,1765.39122,2577.5119783848836,4.089602720917396
云南,2015,2823.0,4.968,14960.0,140.24664,2682.75336,4049.779759677686,3.694028042944893
西藏,2015,181.0,4.194,1043.0,7.59114,173.40886,253.5636529813763,4.1133655700906235
陕西,2015,2107.0,7.579,17898.8,159.68953,1947.31047,3222.284885073548,5.554691977395246
甘肃,2015,1346.0,6.594,6556.6,88.75524000000001,1257.24476,2014.0929887748935,3.2553611161658256
青海,2015,292.0,7.97,2011.0,23.2724,268.7276,450.1636645786889,4.467264149100323
宁夏,2015,343.0,8.684,2579.4,29.78612,313.21388,536.1779098690697,4.81071665304128
新疆,2015,1292.0,10.654,9306.9,137.64968000000002,1154.35032,2089.235102478303,4.454692527882536
北京,2016,1187.6,34.355,27041.2,407.99998,779.60002,2315.5659437553945,11.678009029682165
天津,2016,705.0,19.78,11477.2,139.449,565.5509999999999,1266.6601157248037,9.060994230036648
河北,2016,3871.0,6.748,28474.1,261.21508,3609.78492,5813.091920235079,4.89827107341673
山西,2016,1832.0,9.832,11946.4,180.12224000000003,1651.87776,2922.94440250158,4.087111609025393
内蒙古,2016,1326.0,8.535,13789.3,113.1741,1212.8259,2066.9736289212724,6.671251053742985
辽宁,2016,2301.16,10.282,20392.5,236.6052712,2064.5547288,3698.993368488485,5.512986363728725
吉林,2016,1367.99,8.044,10427.0,110.0411156,1257.9488844,2112.1031596932057,4.93678538008275
黑龙江,2016,1776.0,8.949,11895.0,158.93424,1617.06576,2789.9173883421117,4.26356710406702
上海,2016,1365.24,28.046,29887.0,382.8952104,982.3447896,2591.837105653255,11.531203073993797
江苏,2016,4850.22,11.32,77350.9,549.044904,4301.175096,7923.679462996385,9.761992564341984
浙江,2016,3552.0,12.741,47254.0,452.56032,3099.43968,5920.6987257998835,7.981152595062335
安徽,2016,4361.6,6.096,26307.7,265.88313600000004,4095.716864,6448.686048986389,4.0795442358579495
福建,2016,2248.0,9.395,29609.4,211.1996,2036.8004,3559.749106742353,8.317833395594716
江西,2016,2332.0,4.835,18388.6,112.7522,2219.2478,3332.450042321274,5.518042211126775
山东,2016,5728.0,6.756,58762.5,386.9836800000001,5341.01632,8603.3338244132,6.830201082428411
河南,2016,5052.0,5.08,40249.3,256.6416,4795.3584,7270.727971022532,5.535800563631796
湖北,2016,3385.0,7.468,33353.0,252.7918,3132.2082,5164.659010993691,6.457928767224231
湖南,2016,3920.41,6.984,30853.5,273.8014344,3646.6085656,5918.856052268218,5.212747147005941
广东,2016,6703.0,7.611,82163.2,510.16533,6192.83467,10257.923089494901,8.009730554925198
广西,2016,2583.0,5.308,16116.6,137.10564,2445.89436,3741.1811802998527,4.3078908032752015
海南,2016,513.14,6.456,4090.2,33.128318400000005,480.0116816,765.3461047933948,5.34424879722116
重庆,2016,1647.41,8.562,18023.0,141.0512442,1506.3587558000002,2569.3075576866536,7.014730465443966
四川,2016,4657.0,5.444,33138.5,253.52708,4403.47292,6770.196281717979,4.894762074991259
贵州,2016,1859.0,5.032,11792.4,93.54488,1765.45512,2671.7712774102824,4.413701165105061
云南,2016,2855.0,4.67,16369.0,133.3285,2721.6715,4059.7844265058375,4.031987485130687
西藏,2016,185.0,5.79,1173.0,10.7115,174.2885,271.4150743273417,4.321793853591553
陕西,2016,2111.0,8.323,19045.8,175.69853,1935.30147,3277.241181550093,5.811534441597484
甘肃,2016,1341.0,6.77,6907.9,90.7857,1250.2143,2014.7999120674033,3.4285786685943145
青海,2016,289.0,8.637,2258.2,24.960930000000005,264.03907,451.36576909601473,5.003037790222046
宁夏,2016,343.0,10.262,2781.4,35.19866,307.80134,551.1748756618281,5.0463112939613035
新疆,2016,1320.0,11.233,9630.8,148.27560000000005,1171.7244,2153.638143188374,4.471874734602346
北京,2017,1191.3,37.54,29883.0,447.21402,744.0859800000001,2345.016919077535,12.74319164049151
天津,2017,684.0,20.973,12450.6,143.45532,540.54468,1240.9345025896585,10.033245085874656
河北,2017,3795.0,6.705,30640.8,254.45475,3540.54525,5693.32405711189,5.381882305070031
山西,2017,1812.0,9.634,14484.3,174.56808,1637.43192,2881.2863908329023,5.027025444635852
内蒙古,2017,1317.0,9.481,14898.1,124.86477,1192.13523,2088.6364203505354,7.132931253539883
辽宁,2017,2284.66,10.799,21693.0,246.7204334,2037.9395666,3702.829712149515,5.858492473694417
吉林,2017,1339.0,8.842,10922.0,118.39438,1220.60562,2099.2969041221086,5.202694282335162
黑龙江,2017,1699.0,8.643,12313.0,146.84457,1552.15543,2653.831077608003,4.639707517140905
上海,2017,1372.65,29.793,32925.0,408.9536145,963.6963855,2628.209031078683,12.527542372262054
江苏,2017,4872.8,11.704,85869.8,570.3125120000001,4302.487488,8005.697985654719,10.726085364932416
浙江,2017,3613.0,13.895,52403.1,502.02635,3110.97365,6112.4325327607285,8.573198921891695
安徽,2017,4377.9,5.638,29676.2,246.826002,4131.073998,6397.4608224487765,4.638746656464986
福建,2017,2236.0,9.883,33842.4,220.98388,2015.01612,3570.595190250805,9.478083679831219
江西,2017,2317.0,4.983,20210.8,115.45611,2201.54389,3325.3287034170307,6.077835246552273
山东,2017,5693.0,7.181,63012.1,408.81433,5284.18567,8632.5583506892,7.299354077921673
河南,2017,5029.0,4.953,44824.9,249.08637,4779.91363,7211.302760856269,6.215922626812232
湖北,2017,3379.0,7.617,37235.0,257.37843,3121.62157,5171.694127552981,7.19976840889041
湖南,2017,3817.22,7.139,33828.1,272.5113358,3544.7086642,5782.898807031276,5.849678704194044
广东,2017,6858.0,7.859,91648.7,538.9702199999999,6319.02978,10548.94506635531,8.687949309007529
广西,2017,2566.0,5.596,17790.7,143.59336,2422.40664,3745.5617978281766,4.749808162373864
海南,2017,525.87,6.721,4497.5,35.3437227,490.5262773,789.210272058449,5.698734746912816
重庆,2017,1659.33,8.671,20066.3,143.88050429999998,1515.4494957,2593.2328593649268,7.737947607572026
四川,2017,4667.0,5.48,37905.1,255.7516,4411.2484,6791.319972412294,5.581403932369279
贵州,2017,1881.0,5.332,13605.4,100.29492,1780.70508,2726.2116268537566,4.9905883556448645
云南,2017,2831.0,4.871,18486.0,137.89801,2693.10199,4049.808278849532,4.56466052888101
西藏,2017,187.0,5.777,1349.0,10.80299,176.19701,274.2571953952199,4.918740593317946
陕西,2017,2111.0,8.897,21473.5,187.81567,1923.18433,3313.0052470308956,6.481577419548152
甘肃,2017,1337.0,7.101,7336.7,94.94037,1242.05963,2023.7942947761371,3.625220220719889
青海,2017,287.0,9.045,2465.1,25.95915,261.04085,451.6377670071786,5.458135213835689
宁夏,2017,344.0,10.149,3200.3,34.91256,309.08744,551.759801638781,5.800168824359429
新疆,2017,1336.0,11.462,11159.9,153.13232,1182.86768,2187.199793447855,5.102368806650156
北京,2018,1189.6,39.497,33106.0,469.856312,719.743688,2352.6582355651135,14.071742125369887
天津,2018,672.0,24.338,13362.9,163.55136000000002,508.44864,1248.7407270590502,10.701100485023339
河北,2018,3739.0,7.338,32494.6,274.36782,3464.63218,5688.957515771507,5.711872502108719
山西,2018,1789.0,10.296,15958.1,184.19544,1604.80456,2876.3779141461473,5.547984470857392
内蒙古,2018,1304.0,9.528,16140.8,124.24512,1179.75488,2069.712182575635,7.79857225361341
辽宁,2018,2260.6,10.55,23510.5,238.4933,2022.1067,3649.4972601817744,6.4421201946125
吉林,2018,1314.01,9.256,11253.8,121.6247656,1192.3852344,2075.649218104743,5.42182171334121
黑龙江,2018,1635.0,8.396,12846.5,137.27460000000002,1497.7254,2541.8619634648703,5.053972318185462
上海,2018,1375.66,30.879,36011.8,424.7900514,950.8699486,2646.754165418927,13.606023736737964
江苏,2018,4886.9,12.562,93207.6,613.892378,4273.007621999999,8126.138682333676,11.47009713268055
浙江,2018,3691.0,13.974,58002.8,515.78034,3175.21966,6250.465472171472,9.279756885025918
安徽,2018,4385.3,6.693,34010.9,293.508129,4091.791871,6577.079346845497,5.17112508553091
福建,2018,2222.0,11.084,38687.8,246.28648,1975.71352,3617.122257480268,10.695740217238441
江西,2018,2295.0,5.777,22716.5,132.58215,2162.41785,3365.883761668609,6.749044711139544
山东,2018,5621.0,7.546,66648.9,424.16066,5196.83934,8590.373539565788,7.758556678941444
河南,2018,4992.0,5.193,49935.9,259.23456,4732.76544,7207.3070815772735,6.928510112694108
湖北,2018,3377.0,8.469,42022.0,285.99813,3091.00187,5257.447558052607,7.992851956390265
湖南,2018,3738.58,7.336,36329.7,274.2622288,3464.3177712,5688.0737939893625,6.386995196579536
广东,2018,6960.0,8.438,99945.2,587.2848,6372.7152,10829.159480656726,9.22926660915136
广西,2018,2562.0,5.411,19627.8,138.62982,2423.37018,3721.2262451252,5.2745516416026526
海南,2018,535.5,7.784,4910.7,41.68332,493.81668,822.4419362433982,5.970877436564347
重庆,2018,1663.23,8.781,21588.8,146.0482263,1517.1817737,2604.6793231684287,8.288467531480451
四川,2018,4690.0,5.459,42902.1,256.0271,4433.9729,6820.931461183669,6.2897714548439385
贵州,2018,1886.0,5.579,15353.2,105.21994,1780.78006,2751.7333794336373,5.579464970970408
云南,2018,2822.0,4.889,20880.6,137.96758,2684.03242,4039.06114493717,5.169666724697432
西藏,2018,187.0,7.521,1548.4,14.06427,172.93573,285.63497958365684,5.420904688413711
陕西,2018,2112.0,9.343,23941.9,197.32416,1914.67584,3341.327949410237,7.165384650203485
甘肃,2018,1337.0,7.689,8104.1,102.80193,1234.19807,2049.398606394693,3.9543795798010968
青海,2018,285.0,10.533,2748.0,30.01905,254.98095,459.97755155559247,5.974204590433973
宁夏,2018,345.0,10.61,3510.2,36.6045,308.3955,557.4962407173359,6.296365327026046
新疆,2018,1331.0,12.139,12809.4,161.57009,1169.42991,2200.355843846217,5.821512932021577
北京,2019,1183.5,40.7,35445.1,481.68450000000007,701.8154999999999,2346.347622364599,15.106499847741736
天津,2019,659.0,25.5,14055.5,168.045,490.955,1233.465083273126,11.39513407440954
河北,2019,3702.0,7.9,34978.6,292.458,3409.542,5699.145797618191,6.137516259825883
山西,2019,1762.0,11.0,16961.6,193.82,1568.18,2864.62350346798,5.921057332478733
内蒙古,2019,1272.0,11.7,17212.5,148.82399999999998,1123.176,2089.6932065854526,8.236855030086035
辽宁,2019,2238.43,12.4,24855.3,277.56532,1960.86468,3713.920470834559,6.692469640959958
吉林,2019,1286.0,10.8,11726.8,138.888,1147.112,2084.298419028875,5.6262576860101445
黑龙江,2019,1551.0,10.0,13544.4,155.1,1395.9,2481.6000000000004,5.457930367504835
上海,2019,1376.2,31.2,37987.6,429.3744,946.8256,2651.413980325875,14.3272986722847
江苏,2019,4903.2,13.0,98656.8,637.4159999999999,4265.784,8201.125999257107,12.029665195844663
浙江,2019,3771.0,15.1,62462.0,569.4209999999999,3201.579,6471.404648017774,9.652000361178533
安徽,2019,4384.0,8.5,36845.5,372.64,4011.36,6829.234704808519,5.395260463673446
福建,2019,2210.0,11.0,42326.6,243.1,1966.9,3592.9727256891224,11.78038444249027
江西,2019,2278.0,6.7,24667.3,152.626,2125.374,3417.10022759018,7.21878152734079
山东,2019,5561.0,9.2,70540.5,511.612,5049.388,8775.546620259849,8.038302689560693
河南,2019,4934.0,7.3,53717.8,360.182,4573.818,7501.027007942067,7.161392692377156
湖北,2019,3375.0,9.4,45429.0,317.25,3057.75,5344.843838988258,8.499593508909589
湖南,2019,3666.48,9.2,39894.1,337.31616,3329.16384,5785.895733186535,6.895060305213735
广东,2019,6995.0,10.8,107986.9,755.46,6239.54,11337.221960425331,9.524987724236874
广西,2019,2558.0,6.5,21237.1,166.27,2391.73,3819.2263034047455,5.560576491910849
海南,2019,536.11,9.1,5330.8,48.78601,487.32399,844.490239635291,6.3124471424349515
重庆,2019,1668.16,11.1,23605.8,185.16576,1482.99424,2716.205333991278,8.690727355767647
四川,2019,4714.0,8.1,46363.8,381.834,4332.166,7286.289464616298,6.363156476990386
贵州,2019,1888.0,7.3,16769.3,137.82399999999998,1750.176,2870.275433926758,5.842400977197615
云南,2019,2812.0,6.9,23223.8,194.028,2617.972,4237.426071342881,5.480638389672284
西藏,2019,190.0,7.6,1697.8,14.44,175.56,290.6992830163154,5.840399681703761
陕西,2019,2114.0,10.3,25793.2,217.742,1896.258,3399.1381395569897,7.588158804090743
甘肃,2019,1333.0,8.6,8718.3,114.638,1218.362,2080.450554768675,4.190582650482355
青海,2019,282.0,11.4,2941.1,32.148,249.852,461.2455533172302,6.376430035689046
宁夏,2019,343.0,12.9,3748.5,44.247,298.753,572.9471590692087,6.542488152118061
新疆,2019,1343.0,11.7,13597.1,157.13099999999997,1185.869,2206.334887141716,6.162754384768353
北京,2020,1163.8,43.8,35943.3,509.7443999999999,654.0556,2318.618045215159,15.502035824388921
天津,2020,647.0,25.2,14008.0,163.04399999999998,483.956,1208.804670909739,11.58830730647133
河北,2020,3671.0,8.9,36013.8,326.719,3344.281,5761.588571707976,6.250671937396599
山西,2020,1738.0,11.5,17835.6,199.87,1538.13,2846.9202732387935,6.2648751240614695
内蒙古,2020,1242.0,11.7,17258.0,145.314,1096.686,2040.4079894490035,8.458112342845899
辽宁,2020,2231.0,12.6,25011.4,281.106,1949.894,3711.7118595648512,6.738507984003978
吉林,2020,1261.0,10.6,12256.0,133.666,1127.334,2037.3664764632745,6.015608944972707
黑龙江,2020,1473.0,9.3,13633.4,136.989,1336.011,2328.613957060075,5.854727426444038
上海,2020,1374.0,32.2,38963.3,442.42800000000005,931.572,2657.9837021021726,14.658968739794876
江苏,2020,4893.0,13.1,102807.7,640.983,4252.017,8194.799880496092,12.545480243475609
浙江,2020,3857.0,14.7,64689.1,566.9789999999999,3290.021,6588.573038788456,9.818377912661859
安徽,2020,3243.0,8.3,38061.5,269.16900000000004,2973.831,5032.3720870059415,7.563331832770946
福建,2020,2206.0,11.5,43608.6,253.69,1952.31,3613.5248117173633,12.068161219923818
江西,2020,2264.0,7.5,25782.0,169.8,2094.2,3456.6360048229303,7.458696826633532
山东,2020,5510.0,8.9,72798.2,490.39,5019.61,8647.876063773074,8.418043859920687
河南,2020,4884.0,7.3,54259.4,356.532,4527.468,7425.013357679176,7.307650153098145
湖北,2020,3261.0,9.5,43004.5,309.795,2951.205,5173.347827122462,8.3127022263106
湖南,2020,3280.0,9.3,41542.6,305.04,2974.96,5185.236781505123,8.011707420609131
广东,2020,7039.0,10.8,111151.6,760.2120000000001,6278.788,11408.5354366596,9.742845662978894
广西,2020,2558.0,6.7,22120.9,171.38600000000002,2386.614,3837.1125470481484,5.764985970249266
海南,2020,540.97,9.6,5566.2,51.93312,489.03688,859.7000486208705,6.474583791090032
重庆,2020,1676.01,11.0,25041.4,184.3611,1491.6489,2724.82272306888,9.190102456205548
四川,2020,4745.0,8.1,48501.6,384.345,4360.655,7334.205241748905,6.613068274107144
贵州,2020,1892.0,7.3,17860.4,138.116,1753.884,2876.356525947789,6.209383238440797
云南,2020,2806.0,7.0,24555.7,196.42,2609.58,4237.885056280705,5.794328933864672
西藏,2020,193.0,7.4,1902.7,14.282,178.718,294.0435643868524,6.470809874610117
陕西,2020,2105.0,10.5,26014.1,221.025,1883.975,3395.589902912617,7.661143054314663
甘肃,2020,1331.0,8.1,8979.7,107.811,1223.189,2057.287076241895,4.36482594174629
青海,2020,279.0,11.7,3009.8,32.643,246.357,458.35251936897896,6.566561484474087
宁夏,2020,344.0,12.8,3956.3,44.032,299.968,573.8537881001746,6.894264849410335
新疆,2020,1356.0,11.7,13800.7,158.652,1197.348,2227.691814567511,6.195066979082696
北京,2021,1158.0,43.72,41045.6,506.2776,651.7224,2306.829756819068,17.793077221527856
天津,2021,641.0,28.13,15685.1,180.3133,460.6867,1217.430183606341,12.883777822508643
河北,2021,3643.0,8.61,40397.1,313.6623,3329.3377,5686.807936630748,7.103651195917474
山西,2021,1715.0,11.29,22870.4,193.6235,1521.3765,2800.493883442464,8.166559525524447
内蒙古,2021,1218.0,13.56,21166.0,165.16080000000002,1052.8392,2051.997037268982,10.314829707634464
辽宁,2021,2190.0,14.34,27569.5,314.046,1875.954,3725.1037097004228,7.401001998469774
吉林,2021,1228.44,12.09,13163.8,148.51839600000002,1079.921604,2029.4099730497444,6.486515871515987
黑龙江,2021,1420.0,11.59,14858.2,164.578,1255.422,2329.0981067321613,6.3793791927669306
上海,2021,1365.0,34.22,43653.2,467.103,897.897,2660.238020428678,16.40950909834963
江苏,2021,4862.86,13.61,117392.4,661.8352459999999,4201.024754,8197.758050325183,14.320061567972642
浙江,2021,3897.0,13.71,74040.8,534.2787000000001,3362.7213,6577.768818549118,11.256218034177044
安徽,2021,3215.0,9.36,42565.2,300.924,2914.076,5087.875229398906,8.366007042399259
福建,2021,2197.0,12.71,49566.1,279.23870000000005,1917.7613,3660.575310426231,13.540521856994278
江西,2021,2242.0,8.35,29827.8,187.207,2054.793,3482.4380406146856,8.56520622969507
山东,2021,5475.0,9.9,82875.2,542.025,4932.975,8745.349078844645,9.476488502955071
河南,2021,4840.0,7.03,58071.4,340.25200000000007,4499.748,7314.710695411485,7.938987940620558
湖北,2021,3286.0,10.42,50091.2,342.4012,2943.5988,5293.876252599805,9.46210255205727
湖南,2021,3258.0,9.52,45713.5,310.1616,2947.8384,5170.38727739487,8.84140733516446
广东,2021,7072.0,11.96,124719.5,845.8112000000001,6226.1888,11661.631889532995,10.694858248093317
广西,2021,2544.0,7.89,25209.1,200.7216,2343.2784,3915.6363799395817,6.438059501426171
海南,2021,544.22,11.11,6504.1,60.462842,483.757158,886.26872524553,7.338744801355952
重庆,2021,1668.27,11.51,28077.3,192.017877,1476.252123,2733.102002853414,10.273052367122313
四川,2021,4727.0,8.34,54088.0,394.2318,4332.7682,7340.897478072744,7.368036423551864
贵州,2021,1886.0,7.58,19458.6,142.9588,1743.0412,2884.364819697809,6.7462339947824805
云南,2021,2774.0,8.0,27161.6,221.92,2552.08,4279.134669855159,6.34745155167537
西藏,2021,194.0,10.56,2080.2,20.4864,173.5136,313.24209013666274,6.6408700027906225
陕西,2021,2091.0,11.16,30121.7,233.3556,1857.6444,3407.8017672355086,8.839041134847305
甘肃,2021,1319.0,9.97,10225.5,131.5043,1187.4957,2109.3436993650553,4.84771637883292
青海,2021,277.0,12.57,3385.1,34.8189,242.1811,460.65706632514843,7.348416528165605
宁夏,2021,345.0,12.99,4588.2,44.8155,300.1845,576.973433476767,7.952185895894898
新疆,2021,1360.0,10.18,16311.6,138.44799999999998,1221.552,2182.487522813568,7.473857160462386
